Period,KBP,Value
2022-05-01,KBP1622M,6.33
2022-05-01,KBP1623M,7.84
2022-05-01,KBP1624M,5.4
2022-05-01,KBP1625M,4.65
2022-05-01,KBP1485M,4.75
2022-06-01,KBP1600M,2.36
2022-06-01,KBP1601M,4.21
2022-06-01,KBP1602M,5.03
2022-06-01,KBP1603M,4.59
2022-06-01,KBP1604M,1.55
2022-06-01,KBP1605M,3.71
2022-06-01,KBP1606M,4.5
2022-06-01,KBP1607M,4.53
2022-06-01,KBP1608M,6.1
2022-06-01,KBP1609M,5.43
2022-06-01,KBP1610M,7.46
2022-06-01,KBP1611M,7.77
2022-06-01,KBP1612M,8.83
2022-06-01,KBP1613M,1.22
2022-06-01,KBP1614M,4.18
2022-06-01,KBP1615M,2.68
2022-06-01,KBP1616M,4.51
2022-06-01,KBP1617M,4.95
2022-06-01,KBP1618M,4.7
2022-06-01,KBP1619M,5.72
2022-06-01,KBP1620M,5.59
2022-06-01,KBP1621M,6.44
2022-06-01,KBP1622M,6.59
2022-06-01,KBP1623M,7.9
2022-06-01,KBP1624M,5.59
2022-06-01,KBP1625M,4.81
2022-06-01,KBP1485M,4.75
2022-07-01,KBP1600M,2.6
2022-07-01,KBP1601M,4.6
2022-07-01,KBP1602M,5.29
2022-07-01,KBP1603M,4.92
2022-07-01,KBP1604M,1.66
2022-07-01,KBP1605M,3.96
2022-07-01,KBP1606M,5.17
2022-07-01,KBP1607M,5.04
2022-07-01,KBP1608M,6.55
2022-07-01,KBP1609M,5.74
2022-07-01,KBP1610M,7.62
2022-07-01,KBP1611M,7.98
2022-07-01,KBP1612M,8.82
2022-07-01,KBP1613M,1.36
2022-07-01,KBP1614M,4.51
2022-07-01,KBP1615M,2.95
2022-07-01,KBP1616M,4.98
2022-07-01,KBP1617M,5.53
2022-07-01,KBP1618M,5.17
2022-07-01,KBP1619M,6.1
2022-07-01,KBP1620M,5.97
2022-07-01,KBP1621M,6.81
2022-07-01,KBP1622M,7.07
2022-07-01,KBP1623M,8.01
2022-07-01,KBP1624M,5.79
2022-07-01,KBP1625M,5.13
2022-07-01,KBP1485M,5.5
2022-08-01,KBP1600M,2.71
2022-08-01,KBP1601M,4.85
2022-08-01,KBP1602M,5.5
2022-08-01,KBP1603M,5.1
2022-08-01,KBP1604M,1.92
2022-08-01,KBP1605M,4.24
2022-08-01,KBP1606M,5.19
2022-08-01,KBP1607M,4.71
2022-08-01,KBP1608M,6.72
2022-08-01,KBP1609M,5.9
2022-08-01,KBP1610M,7.68
2022-08-01,KBP1611M,8.06
2022-08-01,KBP1612M,8.86
2022-08-01,KBP1613M,1.37
2022-08-01,KBP1614M,4.71
2022-08-01,KBP1615M,3.01
2022-08-01,KBP1616M,5.22
2022-08-01,KBP1617M,5.61
2022-08-01,KBP1618M,5.48
2022-08-01,KBP1619M,6.24
2022-08-01,KBP1620M,6.29
2022-08-01,KBP1621M,7.02
2022-08-01,KBP1622M,7.07
2022-08-01,KBP1623M,8.22
2022-08-01,KBP1624M,5.97
2022-08-01,KBP1625M,5.32
2022-08-01,KBP1485M,5.5
2022-09-01,KBP1600M,2.98
2022-09-01,KBP1601M,5.35
2022-09-01,KBP1602M,5.73
2022-09-01,KBP1603M,5.44
2022-09-01,KBP1604M,2.09
2022-09-01,KBP1605M,4.7
2022-09-01,KBP1606M,5.93
2022-09-01,KBP1607M,5.25
2022-09-01,KBP1608M,6.63
2022-09-01,KBP1609M,6.1
2022-09-01,KBP1610M,7.65
2022-09-01,KBP1611M,8.03
2022-09-01,KBP1612M,8.88
2022-09-01,KBP1613M,1.55
2022-09-01,KBP1614M,5.03
2022-09-01,KBP1615M,3.31
2022-09-01,KBP1616M,5.76
2022-09-01,KBP1617M,6.3
2022-09-01,KBP1618M,5.59
2022-09-01,KBP1619M,6.67
2022-09-01,KBP1620M,6.63
2022-09-01,KBP1621M,7.27
2022-09-01,KBP1622M,7.55
2022-09-01,KBP1623M,8.34
2022-09-01,KBP1624M,6.2
2022-09-01,KBP1625M,5.67
2022-09-01,KBP1485M,6.25
2022-10-01,KBP1600M,3.18
2022-10-01,KBP1601M,5.99
2022-10-01,KBP1602M,6.0
2022-10-01,KBP1603M,5.78
2022-10-01,KBP1604M,2.35
2022-10-01,KBP1605M,5.94
2022-10-01,KBP1606M,6.21
2022-10-01,KBP1607M,5.24
2022-10-01,KBP1608M,6.99
2022-10-01,KBP1609M,6.46
2022-10-01,KBP1610M,7.66
2022-10-01,KBP1611M,8.3
2022-10-01,KBP1612M,8.94
2022-10-01,KBP1613M,1.45
2022-10-01,KBP1614M,5.61
2022-10-01,KBP1615M,3.49
2022-10-01,KBP1616M,6.01
2022-10-01,KBP1617M,6.43
2022-10-01,KBP1618M,5.81
2022-10-01,KBP1619M,6.91
2022-10-01,KBP1620M,6.84
2022-10-01,KBP1621M,7.41
2022-10-01,KBP1622M,7.79
2022-10-01,KBP1623M,8.51
2022-10-01,KBP1624M,6.38
2022-10-01,KBP1625M,5.87
2022-10-01,KBP1485M,6.25
2022-11-01,KBP1600M,3.39
2022-11-01,KBP1601M,6.4
2022-11-01,KBP1602M,6.19
2022-11-01,KBP1603M,6.08
2022-11-01,KBP1604M,2.6
2022-11-01,KBP1605M,6.33
2022-11-01,KBP1606M,6.87
2022-11-01,KBP1607M,5.62
2022-11-01,KBP1608M,7.03
2022-11-01,KBP1609M,6.69
2022-11-01,KBP1610M,7.52
2022-11-01,KBP1611M,8.27
2022-11-01,KBP1612M,9.0
2022-11-01,KBP1613M,1.53
2022-11-01,KBP1614M,5.9
2022-11-01,KBP1615M,3.68
2022-11-01,KBP1616M,6.44
2022-11-01,KBP1617M,7.06
2022-11-01,KBP1618M,6.13
2022-11-01,KBP1619M,7.22
2022-11-01,KBP1620M,7.16
2022-11-01,KBP1621M,7.59
2022-11-01,KBP1622M,8.06
2022-11-01,KBP1623M,8.75
2022-11-01,KBP1624M,6.59
2022-11-01,KBP1625M,6.17
2022-11-01,KBP1485M,7.0
2022-12-01,KBP1600M,3.48
2022-12-01,KBP1601M,6.64
2022-12-01,KBP1602M,6.57
2022-12-01,KBP1603M,6.32
2022-12-01,KBP1604M,2.57
2022-12-01,KBP1605M,6.76
2022-12-01,KBP1606M,6.92
2022-12-01,KBP1607M,5.76
2022-12-01,KBP1608M,7.32
2022-12-01,KBP1609M,7.03
2022-12-01,KBP1610M,7.71
2022-12-01,KBP1611M,8.52
2022-12-01,KBP1612M,9.09
2022-12-01,KBP1613M,1.64
2022-12-01,KBP1614M,6.21
2022-12-01,KBP1615M,3.8
2022-12-01,KBP1616M,6.75
2022-12-01,KBP1617M,7.23
2022-12-01,KBP1618M,6.27
2022-12-01,KBP1619M,7.61
2022-12-01,KBP1620M,7.37
2022-12-01,KBP1621M,7.83
2022-12-01,KBP1622M,8.28
2022-12-01,KBP1623M,8.8
2022-12-01,KBP1624M,6.93
2022-12-01,KBP1625M,6.42
2022-12-01,KBP1485M,7.0
2023-01-01,KBP1600M,3.98
2023-01-01,KBP1601M,6.92
2023-01-01,KBP1602M,6.67
2023-01-01,KBP1603M,6.56
2023-01-01,KBP1604M,2.65
2023-01-01,KBP1605M,6.92
2023-01-01,KBP1606M,7.18
2023-01-01,KBP1607M,6.04
2023-01-01,KBP1608M,7.36
2023-01-01,KBP1609M,7.25
2023-01-01,KBP1610M,7.77
2023-01-01,KBP1611M,8.62
2023-01-01,KBP1612M,9.11
2023-01-01,KBP1613M,1.72
2023-01-01,KBP1614M,6.35
2023-01-01,KBP1615M,4.45
2023-01-01,KBP1616M,6.91
2023-01-01,KBP1617M,7.43
2023-01-01,KBP1618M,7.09
2023-01-01,KBP1619M,7.8
2023-01-01,KBP1620M,7.56
2023-01-01,KBP1621M,7.9
2023-01-01,KBP1622M,8.4
2023-01-01,KBP1623M,8.91
2023-01-01,KBP1624M,7.06
2023-01-01,KBP1625M,6.69
2023-01-01,KBP1485M,7.25
2023-02-01,KBP1600M,4.06
2023-02-01,KBP1601M,7.01
2023-02-01,KBP1602M,6.8
2023-02-01,KBP1603M,6.65
2023-02-01,KBP1604M,2.69
2023-02-01,KBP1605M,7.0
2023-02-01,KBP1606M,7.2
2023-02-01,KBP1607M,6.13
2023-02-01,KBP1608M,7.52
2023-02-01,KBP1609M,7.41
2023-02-01,KBP1610M,7.89
2023-02-01,KBP1611M,8.74
2023-02-01,KBP1612M,9.15
2023-02-01,KBP1613M,1.79
2023-02-01,KBP1614M,6.44
2023-02-01,KBP1615M,4.54
2023-02-01,KBP1616M,7.02
2023-02-01,KBP1617M,7.46
2023-02-01,KBP1618M,7.21
2023-02-01,KBP1619M,7.81
2023-02-01,KBP1620M,7.66
2023-02-01,KBP1621M,8.0
2023-02-01,KBP1622M,8.45
2023-02-01,KBP1623M,9.07
2023-02-01,KBP1624M,7.21
2023-02-01,KBP1625M,6.8
2023-02-01,KBP1485M,7.25
2023-03-01,KBP1600M,4.23
2023-03-01,KBP1601M,7.21
2023-03-01,KBP1602M,6.93
2023-03-01,KBP1603M,6.82
2023-03-01,KBP1604M,2.78
2023-03-01,KBP1605M,7.16
2023-03-01,KBP1606M,7.37
2023-03-01,KBP1607M,6.55
2023-03-01,KBP1608M,7.5
2023-03-01,KBP1609M,7.55
2023-03-01,KBP1610M,7.98
2023-03-01,KBP1611M,8.78
2023-03-01,KBP1612M,9.18
2023-03-01,KBP1613M,1.78
2023-03-01,KBP1614M,6.58
2023-03-01,KBP1615M,4.76
2023-03-01,KBP1616M,7.25
2023-03-01,KBP1617M,7.8
2023-03-01,KBP1618M,7.69
2023-03-01,KBP1619M,7.94
2023-03-01,KBP1620M,7.88
2023-03-01,KBP1621M,8.1
2023-03-01,KBP1622M,8.73
2023-03-01,KBP1623M,9.11
2023-03-01,KBP1624M,7.33
2023-03-01,KBP1625M,6.98
2023-03-01,KBP1485M,7.75
2023-04-01,KBP1600M,4.33
2023-04-01,KBP1601M,7.45
2023-04-01,KBP1602M,7.07
2023-04-01,KBP1603M,6.98
2023-04-01,KBP1604M,2.78
2023-04-01,KBP1605M,7.46
2023-04-01,KBP1606M,7.65
2023-04-01,KBP1607M,6.56
2023-04-01,KBP1608M,7.55
2023-04-01,KBP1609M,7.66
2023-04-01,KBP1610M,8.07
2023-04-01,KBP1611M,8.85
2023-04-01,KBP1612M,9.21
2023-04-01,KBP1613M,2.04
2023-04-01,KBP1614M,6.74
2023-04-01,KBP1615M,4.83
2023-04-01,KBP1616M,7.45
2023-04-01,KBP1617M,7.94
2023-04-01,KBP1618M,7.62
2023-04-01,KBP1619M,8.26
2023-04-01,KBP1620M,8.13
2023-04-01,KBP1621M,8.22
2023-04-01,KBP1622M,8.87
2023-04-01,KBP1623M,9.17
2023-04-01,KBP1624M,7.51
2023-04-01,KBP1625M,7.13
2023-04-01,KBP1485M,7.75
2023-05-01,KBP1600M,4.53
2023-05-01,KBP1601M,7.75
2023-05-01,KBP1602M,7.43
2023-05-01,KBP1603M,7.31
2023-05-01,KBP1604M,2.99
2023-05-01,KBP1605M,7.73
2023-05-01,KBP1606M,8.11
2023-05-01,KBP1607M,6.94
2023-05-01,KBP1608M,8.09
2023-05-01,KBP1609M,7.91
2023-05-01,KBP1610M,8.31
2023-05-01,KBP1611M,9.12
2023-05-01,KBP1612M,9.27
2023-05-01,KBP1613M,2.22
2023-05-01,KBP1614M,7.06
2023-05-01,KBP1615M,5.06
2023-05-01,KBP1616M,7.76
2023-05-01,KBP1617M,8.36
2023-05-01,KBP1618M,8.03
2023-05-01,KBP1619M,8.55
2023-05-01,KBP1620M,8.38
2023-05-01,KBP1621M,8.32
2023-05-01,KBP1622M,9.17
2023-05-01,KBP1623M,9.45
2023-05-01,KBP1624M,7.85
2023-05-01,KBP1625M,7.47
2023-05-01,KBP1485M,8.25
2023-06-01,KBP1600M,4.69
2023-06-01,KBP1601M,7.89
2023-06-01,KBP1602M,7.55
2023-06-01,KBP1603M,7.43
2023-06-01,KBP1604M,3.0
2023-06-01,KBP1605M,7.85
2023-06-01,KBP1606M,8.13
2023-06-01,KBP1607M,6.97
2023-06-01,KBP1608M,8.23
2023-06-01,KBP1609M,8.08
2023-06-01,KBP1610M,8.46
2023-06-01,KBP1611M,9.26
2023-06-01,KBP1612M,9.31
2023-06-01,KBP1613M,2.99
2023-06-01,KBP1614M,7.16
2023-06-01,KBP1615M,5.25
2023-06-01,KBP1616M,7.9
2023-06-01,KBP1617M,8.4
2023-06-01,KBP1618M,8.1
2023-06-01,KBP1619M,8.76
2023-06-01,KBP1620M,8.51
2023-06-01,KBP1621M,8.3
2023-06-01,KBP1622M,9.16
2023-06-01,KBP1623M,9.53
2023-06-01,KBP1624M,7.98
2023-06-01,KBP1625M,7.58
2023-06-01,KBP1485M,8.25
2023-07-01,KBP1600M,4.71
2023-07-01,KBP1601M,7.94
2023-07-01,KBP1602M,7.77
2023-07-01,KBP1603M,7.56
2023-07-01,KBP1604M,3.19
2023-07-01,KBP1605M,7.86
2023-07-01,KBP1606M,8.13
2023-07-01,KBP1607M,6.96
2023-07-01,KBP1608M,8.32
2023-07-01,KBP1609M,8.37
2023-07-01,KBP1610M,8.58
2023-07-01,KBP1611M,9.31
2023-07-01,KBP1612M,9.35
2023-07-01,KBP1613M,2.43
2023-07-01,KBP1614M,7.27
2023-07-01,KBP1615M,5.23
2023-07-01,KBP1616M,7.98
2023-07-01,KBP1617M,8.39
2023-07-01,KBP1618M,8.12
2023-07-01,KBP1619M,8.77
2023-07-01,KBP1620M,8.62
2023-07-01,KBP1621M,8.32
2023-07-01,KBP1622M,9.18
2023-07-01,KBP1623M,10.22
2023-07-01,KBP1624M,8.19
2023-07-01,KBP1625M,7.71
2023-07-01,KBP1485M,8.25
2023-08-01,KBP1600M,4.65
2023-08-01,KBP1601M,7.96
2023-08-01,KBP1602M,7.72
2023-08-01,KBP1603M,7.56
2023-08-01,KBP1604M,3.18
2023-08-01,KBP1605M,7.87
2023-08-01,KBP1606M,8.13
2023-08-01,KBP1607M,7.19
2023-08-01,KBP1608M,8.29
2023-08-01,KBP1609M,8.5
2023-08-01,KBP1610M,8.68
2023-08-01,KBP1611M,9.41
2023-08-01,KBP1612M,9.46
2023-08-01,KBP1613M,2.41
2023-08-01,KBP1614M,7.32
2023-08-01,KBP1615M,5.13
2023-08-01,KBP1616M,7.99
2023-08-01,KBP1617M,8.38
2023-08-01,KBP1618M,8.17
2023-08-01,KBP1619M,8.61
2023-08-01,KBP1620M,8.7
2023-08-01,KBP1621M,8.32
2023-08-01,KBP1622M,9.17
2023-08-01,KBP1623M,10.2
2023-08-01,KBP1624M,8.15
2023-08-01,KBP1625M,7.7
2023-08-01,KBP1485M,8.25
2023-09-01,KBP1600M,4.66
2023-09-01,KBP1601M,7.96
2023-09-01,KBP1602M,7.71
2023-09-01,KBP1603M,7.54
2023-09-01,KBP1604M,3.18
2023-09-01,KBP1605M,7.85
2023-09-01,KBP1606M,8.13
2023-09-01,KBP1607M,7.25
2023-09-01,KBP1608M,8.3
2023-09-01,KBP1609M,8.55
2023-09-01,KBP1610M,8.75
2023-09-01,KBP1611M,9.43
2023-09-01,KBP1612M,9.41
2023-09-01,KBP1613M,2.36
2023-09-01,KBP1614M,7.3
2023-09-01,KBP1615M,5.11
2023-09-01,KBP1616M,7.99
2023-09-01,KBP1617M,8.39
2023-09-01,KBP1618M,8.19
2023-09-01,KBP1619M,8.59
2023-09-01,KBP1620M,8.71
2023-09-01,KBP1621M,8.4
2023-09-01,KBP1622M,9.24
2023-09-01,KBP1623M,10.19
2023-09-01,KBP1624M,8.18
2023-09-01,KBP1625M,7.68
2023-09-01,KBP1485M,8.25
2023-10-01,KBP1600M,4.65
2023-10-01,KBP1601M,8.0
2023-10-01,KBP1602M,7.74
2023-10-01,KBP1603M,7.58
2023-10-01,KBP1604M,3.16
2023-10-01,KBP1605M,7.89
2023-10-01,KBP1606M,8.14
2023-10-01,KBP1607M,7.33
2023-10-01,KBP1608M,8.31
2023-10-01,KBP1609M,8.61
2023-10-01,KBP1610M,8.79
2023-10-01,KBP1611M,9.46
2023-10-01,KBP1612M,9.43
2023-10-01,KBP1613M,2.42
2023-10-01,KBP1614M,7.33
2023-10-01,KBP1615M,5.13
2023-10-01,KBP1616M,8.03
2023-10-01,KBP1617M,8.39
2023-10-01,KBP1618M,8.2
2023-10-01,KBP1619M,8.64
2023-10-01,KBP1620M,8.77
2023-10-01,KBP1621M,8.44
2023-10-01,KBP1622M,9.24
2023-10-01,KBP1623M,10.21
2023-10-01,KBP1624M,8.21
2023-10-01,KBP1625M,7.72
2023-10-01,KBP1485M,8.25
2023-11-01,KBP1600M,4.62
2023-11-01,KBP1601M,8.01
2023-11-01,KBP1602M,7.7
2023-11-01,KBP1603M,7.55
2023-11-01,KBP1604M,3.18
2023-11-01,KBP1605M,7.94
2023-11-01,KBP1606M,8.15
2023-11-01,KBP1607M,7.44
2023-11-01,KBP1608M,8.33
2023-11-01,KBP1609M,8.65
2023-11-01,KBP1610M,8.86
2023-11-01,KBP1611M,9.48
2023-11-01,KBP1612M,9.45
2023-11-01,KBP1613M,2.42
2023-11-01,KBP1614M,7.34
2023-11-01,KBP1615M,5.07
2023-11-01,KBP1616M,8.03
2023-11-01,KBP1617M,8.4
2023-11-01,KBP1618M,8.24
2023-11-01,KBP1619M,8.65
2023-11-01,KBP1620M,8.75
2023-11-01,KBP1621M,8.45
2023-11-01,KBP1622M,9.27
2023-11-01,KBP1623M,10.29
2023-11-01,KBP1624M,8.16
2023-11-01,KBP1625M,7.67
2023-11-01,KBP1485M,8.25
2023-12-01,KBP1600M,4.64
2023-12-01,KBP1601M,8.01
2023-12-01,KBP1602M,7.75
2023-12-01,KBP1603M,7.58
2023-12-01,KBP1604M,3.1
2023-12-01,KBP1605M,7.92
2023-12-01,KBP1606M,8.12
2023-12-01,KBP1607M,7.46
2023-12-01,KBP1608M,8.36
2023-12-01,KBP1609M,8.68
2023-12-01,KBP1610M,8.88
2023-12-01,KBP1611M,9.49
2023-12-01,KBP1612M,9.46
2023-12-01,KBP1613M,2.41
2023-12-01,KBP1614M,7.43
2023-12-01,KBP1615M,5.11
2023-12-01,KBP1616M,8.03
2023-12-01,KBP1617M,8.4
2023-12-01,KBP1618M,8.29
2023-12-01,KBP1619M,8.69
2023-12-01,KBP1620M,8.79
2023-12-01,KBP1621M,8.51
2023-12-01,KBP1622M,9.34
2023-12-01,KBP1623M,10.32
2023-12-01,KBP1624M,8.15
2023-12-01,KBP1625M,7.67
2023-12-01,KBP1485M,8.25
2024-01-01,KBP1600M,4.64
2024-01-01,KBP1601M,8.02
2024-01-01,KBP1602M,7.71
2024-01-01,KBP1603M,7.59
2024-01-01,KBP1604M,3.17
2024-01-01,KBP1605M,8.0
2024-01-01,KBP1606M,8.16
2024-01-01,KBP1607M,7.47
2024-01-01,KBP1608M,8.37
2024-01-01,KBP1609M,8.72
2024-01-01,KBP1610M,8.92
2024-01-01,KBP1611M,9.51
2024-01-01,KBP1612M,9.51
2024-01-01,KBP1613M,2.51
2024-01-01,KBP1614M,7.41
2024-01-01,KBP1615M,5.11
2024-01-01,KBP1616M,8.05
2024-01-01,KBP1617M,8.4
2024-01-01,KBP1618M,8.58
2024-01-01,KBP1619M,8.67
2024-01-01,KBP1620M,8.92
2024-01-01,KBP1621M,8.54
2024-01-01,KBP1622M,9.44
2024-01-01,KBP1623M,10.31
2024-01-01,KBP1624M,8.15
2024-01-01,KBP1625M,7.73
2024-01-01,KBP1485M,8.25
2024-02-01,KBP1600M,4.64
2024-02-01,KBP1601M,8.03
2024-02-01,KBP1602M,7.72
2024-02-01,KBP1603M,7.6
2024-02-01,KBP1604M,3.17
2024-02-01,KBP1605M,8.0
2024-02-01,KBP1606M,8.16
2024-02-01,KBP1607M,7.53
2024-02-01,KBP1608M,8.36
2024-02-01,KBP1609M,8.72
2024-02-01,KBP1610M,8.94
2024-02-01,KBP1611M,9.5
2024-02-01,KBP1612M,9.48
2024-02-01,KBP1613M,2.56
2024-02-01,KBP1614M,7.41
2024-02-01,KBP1615M,5.11
2024-02-01,KBP1616M,8.05
2024-02-01,KBP1617M,8.4
2024-02-01,KBP1618M,8.57
2024-02-01,KBP1619M,8.66
2024-02-01,KBP1620M,8.8
2024-02-01,KBP1621M,8.51
2024-02-01,KBP1622M,9.43
2024-02-01,KBP1623M,10.34
2024-02-01,KBP1624M,8.18
2024-02-01,KBP1625M,7.72
2024-02-01,KBP1485M,8.25
2024-03-01,KBP1600M,4.62
2024-03-01,KBP1601M,8.03
2024-03-01,KBP1602M,7.69
2024-03-01,KBP1603M,7.58
2024-03-01,KBP1604M,3.18
2024-03-01,KBP1605M,8.01
2024-03-01,KBP1606M,8.15
2024-03-01,KBP1607M,7.55
2024-03-01,KBP1608M,8.38
2024-03-01,KBP1609M,8.73
2024-03-01,KBP1610M,8.98
2024-03-01,KBP1611M,9.52
2024-03-01,KBP1612M,9.49
2024-03-01,KBP1613M,2.53
2024-03-01,KBP1614M,7.42
2024-03-01,KBP1615M,5.07
2024-03-01,KBP1616M,8.04
2024-03-01,KBP1617M,8.42
2024-03-01,KBP1618M,8.56
2024-03-01,KBP1619M,8.66
2024-03-01,KBP1620M,8.8
2024-03-01,KBP1621M,8.59
2024-03-01,KBP1622M,9.48
2024-03-01,KBP1623M,10.31
2024-03-01,KBP1624M,8.15
2024-03-01,KBP1625M,7.68
2024-03-01,KBP1485M,8.25
2024-04-01,KBP1600M,4.6
2024-04-01,KBP1601M,7.99
2024-04-01,KBP1602M,7.69
2024-04-01,KBP1603M,7.58
2024-04-01,KBP1604M,3.12
2024-04-01,KBP1605M,7.97
2024-04-01,KBP1606M,8.17
2024-04-01,KBP1607M,7.63
2024-04-01,KBP1608M,8.38
2024-04-01,KBP1609M,8.75
2024-04-01,KBP1610M,9.03
2024-04-01,KBP1611M,9.54
2024-04-01,KBP1612M,9.5
2024-04-01,KBP1613M,2.61
2024-04-01,KBP1614M,7.4
2024-04-01,KBP1615M,5.08
2024-04-01,KBP1616M,8.01
2024-04-01,KBP1617M,8.42
2024-04-01,KBP1618M,8.55
2024-04-01,KBP1619M,8.65
2024-04-01,KBP1620M,8.82
2024-04-01,KBP1621M,9.2
2024-04-01,KBP1622M,9.5
2024-04-01,KBP1623M,10.53
2024-04-01,KBP1624M,8.15
2024-04-01,KBP1625M,7.71
2024-04-01,KBP1485M,8.25
2024-05-01,KBP1600M,4.66
2024-05-01,KBP1601M,8.0
2024-05-01,KBP1602M,7.69
2024-05-01,KBP1603M,7.61
2024-05-01,KBP1604M,3.21
2024-05-01,KBP1605M,7.96
2024-05-01,KBP1606M,8.18
2024-05-01,KBP1607M,8.32
2024-05-01,KBP1608M,8.4
2024-05-01,KBP1609M,8.71
2024-05-01,KBP1610M,9.03
2024-05-01,KBP1611M,9.54
2024-05-01,KBP1612M,9.41
2024-05-01,KBP1613M,2.72
2024-05-01,KBP1614M,7.43
2024-05-01,KBP1615M,5.12
2024-05-01,KBP1616M,8.02
2024-05-01,KBP1617M,8.41
2024-05-01,KBP1618M,8.58
2024-05-01,KBP1619M,8.52
2024-05-01,KBP1620M,8.92
2024-05-01,KBP1621M,9.13
2024-05-01,KBP1622M,9.49
2024-05-01,KBP1623M,10.51
2024-05-01,KBP1624M,8.16
2024-05-01,KBP1625M,7.71
2024-05-01,KBP1485M,8.25
2024-06-01,KBP1600M,4.67
2024-06-01,KBP1601M,8.01
2024-06-01,KBP1602M,7.61
2024-06-01,KBP1603M,7.56
2024-06-01,KBP1604M,3.17
2024-06-01,KBP1605M,7.95
2024-06-01,KBP1606M,8.17
2024-06-01,KBP1607M,8.31
2024-06-01,KBP1608M,8.42
2024-06-01,KBP1609M,8.69
2024-06-01,KBP1610M,9.02
2024-06-01,KBP1611M,9.54
2024-06-01,KBP1612M,9.36
2024-06-01,KBP1613M,2.6
2024-06-01,KBP1614M,7.42
2024-06-01,KBP1615M,5.12
2024-06-01,KBP1616M,8.06
2024-06-01,KBP1617M,8.4
2024-06-01,KBP1618M,8.57
2024-06-01,KBP1619M,8.48
2024-06-01,KBP1620M,8.89
2024-06-01,KBP1621M,9.05
2024-06-01,KBP1622M,9.48
2024-06-01,KBP1623M,10.49
2024-06-01,KBP1624M,8.06
2024-06-01,KBP1625M,7.65
2024-06-01,KBP1485M,8.25
2024-07-01,KBP1600M,4.59
2024-07-01,KBP1601M,8.0
2024-07-01,KBP1602M,7.62
2024-07-01,KBP1603M,7.57
2024-07-01,KBP1604M,3.18
2024-07-01,KBP1605M,7.94
2024-07-01,KBP1606M,8.17
2024-07-01,KBP1607M,8.31
2024-07-01,KBP1608M,8.41
2024-07-01,KBP1609M,8.68
2024-07-01,KBP1610M,9.03
2024-07-01,KBP1611M,9.56
2024-07-01,KBP1612M,9.38
2024-07-01,KBP1613M,2.65
2024-07-01,KBP1614M,7.43
2024-07-01,KBP1615M,5.03
2024-07-01,KBP1616M,8.04
2024-07-01,KBP1617M,8.39
2024-07-01,KBP1618M,8.57
2024-07-01,KBP1619M,8.5
2024-07-01,KBP1620M,8.8
2024-07-01,KBP1621M,8.95
2024-07-01,KBP1622M,9.4
2024-07-01,KBP1623M,10.47
2024-07-01,KBP1624M,8.08
2024-07-01,KBP1625M,7.66
2024-07-01,KBP1485M,8.25
2024-08-01,KBP1600M,4.61
2024-08-01,KBP1601M,8.0
2024-08-01,KBP1602M,7.57
2024-08-01,KBP1603M,7.54
2024-08-01,KBP1604M,3.17
2024-08-01,KBP1605M,7.94
2024-08-01,KBP1606M,8.18
2024-08-01,KBP1607M,8.33
2024-08-01,KBP1608M,8.38
2024-08-01,KBP1609M,8.66
2024-08-01,KBP1610M,9.05
2024-08-01,KBP1611M,9.6
2024-08-01,KBP1612M,9.6
2024-08-01,KBP1613M,2.68
2024-08-01,KBP1614M,7.44
2024-08-01,KBP1615M,5.04
2024-08-01,KBP1616M,8.03
2024-08-01,KBP1617M,8.43
2024-08-01,KBP1618M,8.56
2024-08-01,KBP1619M,8.68
2024-08-01,KBP1620M,8.77
2024-08-01,KBP1621M,8.86
2024-08-01,KBP1622M,9.34
2024-08-01,KBP1623M,10.4
2024-08-01,KBP1624M,8.01
2024-08-01,KBP1625M,7.6
2024-08-01,KBP1485M,8.25
2024-09-01,KBP1600M,4.59
2024-09-01,KBP1601M,7.87
2024-09-01,KBP1602M,7.5
2024-09-01,KBP1603M,7.47
2024-09-01,KBP1604M,3.14
2024-09-01,KBP1605M,7.77
2024-09-01,KBP1606M,7.94
2024-09-01,KBP1607M,8.14
2024-09-01,KBP1608M,8.36
2024-09-01,KBP1609M,8.64
2024-09-01,KBP1610M,9.06
2024-09-01,KBP1611M,9.59
2024-09-01,KBP1612M,9.67
2024-09-01,KBP1613M,2.46
2024-09-01,KBP1614M,7.33
2024-09-01,KBP1615M,5.03
2024-09-01,KBP1616M,7.92
2024-09-01,KBP1617M,8.19
2024-09-01,KBP1618M,8.44
2024-09-01,KBP1619M,8.51
2024-09-01,KBP1620M,8.69
2024-09-01,KBP1621M,8.86
2024-09-01,KBP1622M,9.28
2024-09-01,KBP1623M,10.3
2024-09-01,KBP1624M,7.95
2024-09-01,KBP1625M,7.55
2024-09-01,KBP1485M,8.0
2024-10-01,KBP1600M,4.55
2024-10-01,KBP1601M,7.78
2024-10-01,KBP1602M,7.49
2024-10-01,KBP1603M,7.42
2024-10-01,KBP1604M,3.12
2024-10-01,KBP1605M,7.74
2024-10-01,KBP1606M,7.91
2024-10-01,KBP1607M,7.96
2024-10-01,KBP1608M,8.37
2024-10-01,KBP1609M,8.61
2024-10-01,KBP1610M,9.06
2024-10-01,KBP1611M,9.59
2024-10-01,KBP1612M,9.64
2024-10-01,KBP1613M,2.43
2024-10-01,KBP1614M,7.3
2024-10-01,KBP1615M,4.98
